,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1014,2017,10,3.50417,3.29505,28060,1971,851580
1015,2017,11,3.21511,3.16426,25484,1958,805370
1016,2017,12,3.10088,3.14433,27354,1940,869946
1017,2017,13,2.79056,2.87936,24342,1899,845397
1018,2017,14,2.38547,2.36977,19677,1906,830332
1019,2017,15,1.9703,1.93853,15548,1861,802052
1020,2017,16,1.73442,1.64064,13006,1845,792740
1021,2017,17,1.56303,1.4752,11924,1846,808298
1022,2017,18,1.4128,1.37755,10762,1795,781240
1023,2017,19,1.27492,1.33771,10202,1767,762648
1024,2017,20,1.2834,1.34686,9809,1746,728288
1025,2017,21,1.16663,1.26579,8564,1614,676574
1026,2017,22,1.10977,1.25701,7756,1569,617021
1027,2017,23,1.04333,1.16048,7510,1493,647145
1028,2017,24,0.905151,1.04834,6636,1470,633003
1029,2017,25,0.902718,0.992711,6240,1469,628582
1030,2017,26,0.859531,0.961603,5596,1422,581945
1031,2017,27,0.818998,0.955818,5326,1456,557219
1032,2017,28,0.752505,0.827597,4961,1405,599446
1033,2017,29,0.731146,0.811886,4747,1384,584688
1034,2017,30,0.733295,0.818527,4879,1377,596071
1035,2017,31,0.73102,0.829758,4899,1390,590413
1036,2017,32,0.68834,0.828503,4915,1386,593239
1037,2017,33,0.732049,0.885896,5230,1350,590363
1038,2017,34,0.911188,1.05351,6653,1379,631507
1039,2017,35,1.02105,1.11768,7133,1370,638196
1040,2017,36,1.09495,1.14028,7072,1384,620201
1041,2017,37,1.09475,1.13326,8304,1485,732755
1042,2017,38,1.09775,1.17589,8563,1484,728214
1043,2017,39,1.18882,1.23848,9079,1468,733077
1044,2017,40,1.26682,1.28278,12830,2205,1000168
1045,2017,41,1.30662,1.33419,13269,2233,994535
1046,2017,42,1.34866,1.41293,14319,2254,1013427
1047,2017,43,1.51871,1.57884,15826,2251,1002381
1048,2017,44,1.74793,1.70723,17068,2213,999750
1049,2017,45,1.87047,1.86372,18994,2278,1019146
1050,2017,46,2.06674,2.09726,21615,2281,1030631
1051,2017,47,2.28188,2.34372,19817,2264,845535
1052,2017,48,2.28528,2.24895,23755,2274,1056270
1053,2017,49,2.5848,2.49852,24979,2263,999753
1054,2017,50,3.36711,3.20443,31533,2255,984043
1055,2017,51,4.71836,4.4305,42664,2204,962961
1056,2017,52,5.72036,5.46448,44986,2122,823244
1057,2018,1,5.77543,5.37416,47282,2235,879802
1058,2018,2,5.9083,5.54335,56922,2251,1026852
1059,2018,3,6.49095,6.34203,62937,2277,992379
1060,2018,4,7.17799,7.04897,77468,2279,1098998
1061,2018,5,7.52851,7.79783,86095,2265,1104089
1062,2018,6,7.38424,7.78892,87646,2290,1125265
1063,2018,7,6.46068,6.83583,75987,2215,1111598
1064,2018,8,4.95341,5.17354,52961,2259,1023689
1065,2018,9,3.67274,3.55184,35932,2194,1011645
1066,2018,10,3.2037,3.01348,29109,2203,965961
1067,2018,11,2.78869,2.73862,25928,2188,946753
1068,2018,12,2.50234,2.48438,23785,2168,957380
1069,2018,13,2.41065,2.36593,20696,2131,874750
1070,2018,14,2.07542,2.03306,19067,2117,937849
1071,2018,15,1.78234,1.8062,16672,2076,923041
1072,2018,16,1.61608,1.58958,14892,2103,936850
1073,2018,17,1.53992,1.54077,14572,2079,945759
1074,2018,18,1.53115,1.45326,13273,2005,913326
1075,2018,19,1.29599,1.28242,11617,1922,905868
1076,2018,20,1.18904,1.2243,11067,1966,903948
1077,2018,21,1.24941,1.23385,10646,1883,862825
1078,2018,22,1.14134,1.22391,9608,1789,785022
1079,2018,23,0.988567,1.04866,8688,1783,828488
1080,2018,24,0.895433,0.979381,7570,1738,772937
1081,2018,25,0.892227,0.94819,7374,1759,777692
1082,2018,26,0.877636,0.867741,6932,1720,798856
1083,2018,27,0.77502,0.822957,6249,1764,759335
1084,2018,28,0.725956,0.772384,6502,1769,841809
1085,2018,29,0.68266,0.707466,5786,1732,817849
1086,2018,30,0.640527,0.686508,5496,1728,800573
1087,2018,31,0.64106,0.68859,5617,1708,815725
1088,2018,32,0.706465,0.736093,5864,1670,796639
1089,2018,33,0.708668,0.806323,6542,1705,811337
1090,2018,34,0.825743,0.954211,7309,1601,765973
1091,2018,35,0.864409,0.962249,8117,1661,843545
1092,2018,36,1.10114,1.14153,9536,1693,835370
1093,2018,37,1.15244,1.14726,10063,1689,877135
1094,2018,38,1.20257,1.31197,11190,1666,852916
1095,2018,39,1.25033,1.37701,11714,1694,850685
1096,2018,40,1.41846,1.42429,17839,2565,1252483
1097,2018,41,1.40418,1.48151,18561,2609,1252846
1098,2018,42,1.47401,1.59449,19930,2586,1249933
1099,2018,43,1.64257,1.72683,21616,2646,1251776
1100,2018,44,1.79275,1.84522,23154,2633,1254812
1101,2018,45,1.87043,1.93069,24073,2645,1246860
1102,2018,46,1.98387,2.09114,24347,2631,1164292
1103,2018,47,2.24169,2.41082,24612,2586,1020898
1104,2018,48,2.14883,2.25019,29080,2640,1292335
1105,2018,49,2.25531,2.30458,28356,2633,1230419
1106,2018,50,2.64571,2.73758,33098,2622,1209022
1107,2018,51,3.14075,3.24643,38236,2571,1177786
1108,2018,52,3.97127,4.19267,43904,2545,1047161
1109,2019,1,3.46125,3.63499,42094,2609,1158023
1110,2019,2,3.07707,3.14077,38752,2629,1233836
1111,2019,3,3.32915,3.36551,41109,2633,1221478
1112,2019,4,3.81999,3.89305,46113,2614,1184495
1113,2019,5,4.3419,4.5253,55187,2639,1219521
1114,2019,6,4.88288,5.21525,69442,2644,1331519
1115,2019,7,5.04211,5.43173,69978,2628,1288318
1116,2019,8,4.88596,5.2776,66345,2623,1257106
1117,2019,9,4.5499,4.59585,58735,2634,1278001
1118,2019,10,4.38001,4.40341,55348,2614,1256934
1119,2019,11,4.2288,4.13279,53133,2622,1285646
1120,2019,12,3.68449,3.56166,44786,2596,1257449
1121,2019,13,3.08744,3.05634,37844,2587,1238213
1122,2019,14,2.69971,2.68251,32905,2597,1226648
1123,2019,15,2.28549,2.26747,27803,2542,1226170
1124,2019,16,2.01443,1.96931,23122,2517,1174114
1125,2019,17,1.7141,1.72372,20583,2490,1194101
1126,2019,18,1.56927,1.57693,18848,2459,1195232
1127,2019,19,1.49991,1.46086,17096,2415,1170273
1128,2019,20,1.50211,1.50759,16349,2302,1084443
1129,2019,21,1.42357,1.40452,15747,2205,1121166
1130,2019,22,1.39457,1.40617,14770,2179,1050372
1131,2019,23,1.21776,1.23921,13433,2235,1083994
1132,2019,24,1.11351,1.10622,11618,2139,1050239
1133,2019,25,0.992293,1.01351,10678,2141,1053569
1134,2019,26,0.947072,0.959926,9986,2063,1040288
1135,2019,27,0.876088,0.873735,8549,2111,978443
1136,2019,28,0.809956,0.795831,8422,2090,1058265
1137,2019,29,0.755431,0.768849,8111,2132,1054954
1138,2019,30,0.73346,0.748185,7755,2117,1036508
1139,2019,31,0.72729,0.758451,7874,2128,1038168
1140,2019,32,0.754637,0.77011,8038,2146,1043747
1141,2019,33,0.730938,0.834825,8987,2178,1076513
1142,2019,34,0.840615,0.942052,10096,2147,1071703
1143,2019,35,0.989217,1.07895,11817,2169,1095230
1144,2019,36,1.14059,1.20634,13158,2189,1090741
1145,2019,37,1.23272,1.2757,14831,2221,1162580
1146,2019,38,1.24529,1.39156,15977,2198,1148137
1147,2019,39,1.33771,1.49698,17414,2180,1163278
1148,2019,40,1.49064,1.50415,21915,2896,1456967
